source,state,district,river,raw_location,description,geom
news_reports,Rajasthan,Jaipur,N/A,,"Despite orders from NGT and SC upholding it, the Jaipur district administration is yet to recover penalty of over 13 crore levied on 134 persons accused of illegal sand mining. The penalty had been levied by the NGT and upheld by the apex court. The amount is to be used to replenish and rejuvenate the area that has been ransacked by the illegal miners and build roads that have been damaged while transporting sand.",
news_reports,Madhya Pradesh,Shivpuri,Parvati,,"Four persons, including two children, killed when an illegal sand mine collapsed in Madhya Pradesh's Shivpuri district. ",
news_reports,Kerala,Kollam,N/A,,"Sand mining resumed in Alappad in the Kolam district in Kerala despite local protests. The protests were the result of negative sea sand washing impacts such as land loss through erosion, and damage to coastal embankments, among others.",
news_reports,Karnataka,Udupi,"Swarna, Seetha",,"The new CRZ map, prepared by the expert team appointed by MoEF on September 27, 2018 emphasised on the critical vulnerable area in CRZ area which pose threat to fish breeding, affects coral reefs and other marine bio-diversities. The map forbids any sort of sand extraction activities in entire Kundapur taluk which also includes Byndoor. ",
news_reports,Assam,Kamrup,Shalmara Maraklahi,,People complain that illegal sand mining is going on day and night in Boko region of Kamrup District in Assam. Two river dolphins are claimed to have died due to this illegal sand mining.,
news_reports,Assam,Nagaon,"Kopili, Borpani",,Illegal machine operated sand mining along the banks of the Kopili and Borpani rivers in Nagaon district of Assam. The news highlight thatr around 200-300 sand trucks ply everyday through that route from which the officials get commision.,
news_reports,Karnataka,Udupi,"Udayavara, Suvarna",,Udupi District In-charge Minister Jayamala has expressed displeasure over the district administration’s failure to solve the row over shortage of sand.,
news_reports,Karnataka,chamarajanagar,Kaveri,,Police in Karnataka's Chamarajanagar seized two trucks in a raid at an illegal sand mining spot near Cauvery river belt at the Kollegal taluk of the district.,
news_reports,Karnataka,"Udupi, Dakshina Kannada","Netravathi, Phalguni",,"The Dakshina Kannada district administration has decided not to appeal against a High Court order, allowing unregulated sand extraction from the Phalguni and Netravathi rivers in the Coastal Regulation Zone (CRZ). They have issued permits to 202 traditional sand extractors, despite a previous ruling by the NGT stating that selling sand extracted from CRZ rivers constitutes commercial mining, which is prohibited. Environmentalists were relieved by the original order, as it aimed to protect the river beds from excessive extraction. However, the sand extractors challenged the order in court, resulting in its dismissal on the grounds that it only applied to Udupi district, not Dakshina Kannada. The administration has now restored permits for 148 individuals and issued 54 new permits, risking the delicate coastal ecology.",
news_reports,"Karnataka, Tamil Nadu","Dakshina Kannada, Chennai, Udupi","Netravathi, Phalguni",,"The Dakshina Kannada district administration has granted temporary permits for traditional sand mining in the Coastal Regulation Zone (CRZ) of rivers within the district. Deputy Commissioner Ravikumar M.R., serving as the chairman of the District CRZ Committee, issued orders approving permits for 54 individuals and communities who applied to engage in traditional sand mining. These permits will allow them to extract sand from the dunes in the CRZ areas of Phalguni and Nethravati rivers. The decision follows a ruling in May by the National Green Tribunal's Southern Bench in Chennai, which halted large-scale commercial sand extraction along the Karnataka coast. According to the NGT's order, only the local community using traditional methods can remove sand bars, and sand can only be extracted for the safe passage of fishing boats. The sale of extracted sand is prohibited, but it can be used for nourishing beaches, river beds, or river banks.",
news_reports,Karnataka,Dakshina Kannada,N/A,,"Deputy Commissioner Ravikumar M.R. announced in a press conference that a seven-member committee will convene on November 14 to address the sand shortage in Dakshina Kannada district. Discussions will focus on both legal and illegal sand mining and transportation, with the aim of curbing illegal activities by ensuring proper regulation of legal mining. In Udupi district, the National Green Tribunal had previously banned sand excavation in CRZ limits, a decision which was later overturned by the high court following a challenge from sand mining contractors. Instead of pursuing a higher appeal, the district administration plans to explore traditional methods of sand excavation.",
news_reports,Assam,"Golaghat, Kamrup, Cachar",N/A,,"In Assam, 04 people have died in 03 road accidents involving sand transporting vehicles in 11 months. These accidents happened while the transporting of sand via trucks in both Golghat and Kamrup districts of Assam. In another, the crushing down of a political worker by a speeding sand dumper in Udharbond area of Cachar district on January 1, 2023, turned into a violent incident in which angry mob battered and burnt down the dumper. ",
news_reports,Karnataka,"Dakshina Kannada, Udupi",N/A,,"Deputy Commissioner Dr. Rajendra K V banned sand mining in Dakshina Kannada district based on a National Green Tribunal (NGT) order that prohibited sand mining in Udupi district's coastal regulation zone (CRZ) limits. However, sand miners challenged the ban in the high court, which temporarily stayed the ban. In response to the NGT's ban on sand mining in the CRZ limits of Udupi, traditional sand miners from Udupi filed a petition in the Supreme Court. They argue that the sand mining industry has been operating for five decades, providing livelihoods to thousands of people, and that if sand mining is not allowed, it will lead to the accumulation of sand near river mouths, affecting fishing and causing artificial floods. The sand miners' association plans to appeal to the Supreme Court to permit sand mining in CRZ limits. The high court has supported the sand miners' association's stance and stayed the ban imposed by the Deputy Commissioner of Dakshina Kannada.",
news_reports,Karnataka,Dakshina Kannada,N/A,,"Karnataka Lokayukta police raided various sites in Dakshina Kannada district where illegal sand mining was allegedly going on and confiscated assets worth Rs 40 lakh, including vehicles. ",
news_reports,Karnataka,Uttara Kannada,Kali,,"The recent floods in Uttara Kanada district has come as a godsend for illegal sand lifters in Joida taluk. Sand-laden trucks from the taluk, which have become a common feature, are quietly sent to other parts of the state. Despite many checkposts, such trucks are having a free run as police, officials and revenue officials have been turning a blind eye.",
news_reports,Karnataka,Mandya,"Shimsha, Kaveri",,N/A,
news_reports,Karnataka,Raichur,"Krishna ",,Karnataka is a leading state that witnesses the devastating effects of sand mining.,
news_reports,NCT of Delhi,N/A,yamuna,,Senior officers of the Delhi Development Authority (DDA) rushed to Yamuna bank to dismantle a mysterious road that had cropped up on the river. The move came a day after Hindustan Times had reported about the path under the Delhi Metro bridge between Yamuna Bank and Indraprastha.,
news_reports,NCT of Delhi,North East,yamuna,,"A sub-divisional magistrate with the Delhi government has written to an executive engineer in the DJB, alleging that a licensed company has been routinely lifting more sand from the Yamuna riverbed at Sonia Vihar than it can under the licence conditions.",
news_reports,Karnataka,Bijapur,"Krishna, Bhima",,"Vijayapura district in India has a history of criminal activities, earning it a reputation as the land of killers. Now, the district faces a new challenge: the sand mafia. Despite a ban on sand mining by the Green Tribunal, illegal activities continue in the Krishna and Bhimanadi rivers. District Collector YS Patil Khadak has taken action to combat this issue. A meeting was held with officials from various departments, and instructions were given to control illegal mining and closely monitor transportation. To address the problem specifically in the Indi taluk area, two officers have been assigned round-the-clock duty, and a task force committee has been established. Immediate action will be taken on complaints, with coordination from the police department. Negligence and lack of coordination will result in appropriate action against officials involved.",
news_reports,Arunanchal Pradesh,Tawang,Nyamjang Chhu,,"Persistent illegal sand and gravel mining in Tawang, Arunachal Pradesh, threatens one of the two known Indian winter habitats of black-necked cranes that fly in from Tibet at the end of every year. District authorities in Arunachal Pradesh are passing the buck on the matter. ",
news_reports,Assam,Karbi Anglong,N/A,,Uncontrolled mining of sand and gravel from river beds and agricultural lands has assumed an alarming proportion in the hill district of Karbi Anglong.,
news_reports,Assam,Dibrugarh,Brahmaputra,,Illegal sand mining on Brahmaputra river bed is posing serious threat to eastern Assam’s Dibrugarh town protection dyke.,
news_reports,Assam,Golaghat,Doigrung,,The Assam Police's Bureau of Investigation has arrested a deputy ranger of Golaghat forest division for his involvement in an illegal sand mining racket in the Doigrung river area of Golaghat district.,
news_reports,Assam,Kamrup,"Digaru ",,"In a drive against the illegal traders conducted at Sonaikuchi, Kamalajari and Jugadal areas, a team of forest officials seized as many as 9 trucks loaded with sand which were illegally mined. They have been digging out sands from cultivable fields while others are mining the Digaru River by using machines illegally.",
news_reports,Assam,Tinsukia,Dehing,,"Rameshwar Teli, BJP MP from Dibrugarh constituency, wrote a letter to the Divisional Forest Officer of Digboi, directing him to allow illegal sand mining in Ushapur area under Digboi forest division in Tinsukia district.",
news_reports,West Bengal,Bankura,N/A,,N/A,
news_reports,Assam,Hailakandi,"Dhaleswari , Katakhal",,Sand mining operation has been temporarily suspended in four units across Hailakandi district of Assam  following a probe.,
news_reports,Gujarat,Valsad,Auranga,,"The Mines and Mineral Department officials of Valsad carried out raids at Valsad Nagar Palika-run water works and found that illegal sand mining activities were going on there.The officials demanded documents from a person present at the spot, Kalidas Mangela, who failed to submit the necessary papers following which they seized six pipes, two boats, and other equipment, all worth Rs 3 lakh.",
news_reports,Karnataka,Hassan,N/A,,"Mines and Earth Sciences Minister Murugesh Nirani announced in the Legislative Assembly that a new sand policy will be implemented in Karnataka to benefit the rural and common people. Under the policy, sand will be provided at a rate of Rs. 100 to Rs. 200 per ton for constructing houses within 10 lakhs. The government aims to address the issue of expensive sand, making it accessible to the poor. The minister emphasized the convenience of the policy, which will cover construction projects from Gram Panchayats to municipal councils. Strict action will be taken against illegal sand transportation, and measures are being taken to prevent leakages in sand mining revenue. MLAs raised concerns about the sale of filtered soil as sand, the seizure of bullock carts by the police, and the involvement of officials in illegal activities. Minister Nirani assured that the issues would be addressed and resolved.",
news_reports,Gujarat,Vadodara,N/A,,"Yogesh Savjani (27), mines supervisor in the geology and mining department of Chhota Udepur district was attacked by a group of 15 people, he sustained severe head injuries, while one of the security guards accompanying him was injured as well.",
news_reports,"Assam, Arunanchal Pradesh","Tinsukia, Tirap",Dirak,,"NGT directs inquiry into alleged illegal mining in Dehing Patkai Wildlife Sanctuary and the Makum Pani Reserved Forest in Digboi, Assam.",
news_reports,Assam,Sivasagar,"Puthimari, Dikhow, Mitong",,Leader of the Opposition in Assam Debabrata Saikia requested forest minister Pramila Rani Brahma to take steps to curb alleged rampant illegal mining in Sivasagar district.,
news_reports,Assam,Kamrup,Kulshi,,"Assam’s Kulshi river, one of the few remaining habitats of the endangered Ganges river dolphins, is under threat. A prominent southern tributary of the river Brahmaputra, the Kulshi river is quietly bearing the brunt of unplanned urban development. Unscientific mining has triggered erosion on the either banks at various parts. Pressure on the river is alarmingly on the rise due to its sand quality and growing demand of sand. Drastic depletion of water level, dying water flow, water pollution and dwindling fish population have sounded the death knell of the river’s prized possession, dolphin, world’s most endangered mammal.",
news_reports,Karnataka,Bidar,Manjara,,"Illegal sand trading is thriving in Bidar's Manjra River, benefitting both Karnataka and Andhra Pradesh. Exploiting the river's dry state caused by the rains, sand is being transported day and night without any hindrance. Shockingly, the police are allegedly involved in this illicit trade, allowing sand to be sold openly. Vehicles without number plates pass right in front of the police station, carrying sand and engaging in looting activities. The unauthorized transportation of sand is occurring without permits in some areas. Tractors, trucks, and even Hitachis are employed to remove substantial amounts of sand from the river. Despite its significant impact on groundwater and the sleepless nights caused by constant sand transportation, law enforcement and government officials have turned a blind eye. Local residents are demanding immediate action to address the scarcity of drinking water and the environmental repercussions of this ongoing issue.",
news_reports,Assam,Kamrup Metropolitan,Kolong-Kapili,,"In a drive against illegal sand mining, a team led by Sonapur Forest Ranger Gautam Mahanta demolished five sand-mining sites in the Dimoria.",
news_reports,Gujarat,Gandhinagar,N/A,,"Although land mafias are siphoning crores of rupees from the government's exchequer by stealing illegal plain sand from Sabarmati river bed, there is no concrete and permanent action by the mining and mineral sector. Anger has spread among the villagers as the sand mafia in Lekawada Sabarmati river has been excavated beyond limits and thousands of metric tons have been lifted and turned into huge pits. In spite of repeated complaints in this matter and resolution in the Gram Panchayat to boycott the election, there is no permanent stop to the activities of illegal sand mining.",
news_reports,Gujarat,Gandhinagar,N/A,,"Mallika Sarabhai writes to the Geology and Mining Commissioner over illegal mining in Fatepura, near Pethapur in Gandhinagar. In her letter to the Commissioner of Industry and Mines, Sarabhai stated “the river is being raped” as sand pits have been dug to a depth of about 40 feet.",
news_reports,Manipur,Thoubal,Thoubal,,Activists of Thoubal River Conservation Committee intercepted nine trucks transporting sand and stones scooped from the riverbed in Thoubal district of Manipur and forced the drivers to dump the same.,
news_reports,Manipur,Thoubal,Thoubal,,DFO Thoubal bans Sand Mining At Thoubal River. The DFO also orders ban transportation of red sand in Thoubal and Kakching district.,
news_reports,Gujarat,Ahmadabad,N/A,,A Dalit man named Deepak Makwana who is also the President of Rashtriya Dalit Adhikar Manch was attacked by two upper caste men named Rama Boliya and Lala Boliya for apparently seeking a lease for sand mining. They shouted casteist slurs at him and snatched away his gold chain saying that a Dalit shouldn't wear gold.,
news_reports,Gujarat,Kachchh,N/A,,"A 4-year-old boy was buried alive under sand when an earth leveling machine dumped sand on him by mistake.

",
news_reports,Maharashtra,Raigarh,"Kharghar Creek, Belapur Creek",,City-based environmentalists have alleged that rampant illegal sand mining is being carried out between Belapur and Kharghar near the creek during night time. The environmentalists have also intimated the Raigad district authorities about the same.,
news_reports,Gujarat,Vadodara,N/A,,"Scam of illegal sand mining using duplicate royalty pass was unearthed by the Mines and Minerals Department of the Chhota Udepur district. Police said that the scam was to load sand from any lease or non-lease area in the district and then issue a forged royalty pass so that there will not be any hurdles from the mines and minerals department.
",
news_reports,West Bengal,"Paschim Medinipur, Purba Medinipur",N/A,,বালি পাচার চক্রের বিরুদ্ধে কড়া পদক্ষেপের সওয়াল করলেন রাজ্যেরা জল সম্পদ উন্নয়নমন্ত্রী মানস ভুঁইয়া( Manas Bhunia)। মঙ্গলবার মেদিনীপুরে এসে এ বিষয়ে পুলিশ ও প্রশাসনকে কড়া পদক্ষেপ করার নির্দেশ দিয়েছেন তিনি।,
news_reports,Assam,Kamrup Metropolitan,N/A,,Rampant sand smuggling continues through the city highways of Guwahati showing higher levels of corruption among those monitoring the system.,
news_reports,Maharashtra,Raigarh,Taloje,,"Illegal sand mining along the coast of Kharghar, near Morbi village, has come to light, said environmentalists. Activists pointed out that the mangroves have been partially destroyed by sand miners who dump debris in the CRZ area in order to encroach it.",
news_reports,Maharashtra,Raigarh,Taloje,,"The entire mangrove stretch between Kharghar and Mansarovar is in constant danger from land sharks and those who indulge in illegal sand mining.  Mangroves are deliberately destroyed so that suction pumps can be setup to take out the sand from this coastal region. ",
news_reports,Maharashtra,Raigarh,Taloja,,"A large potion of the riverbed, in the Kharghar section of the Taloja river, has been affected by sand-mining activities. The traditional fishermen in the vicinity, dependent on the river for their daily catch, pointed out that in spite of numerous complaints, neither government officials nor local police officers have taken any action to contain the sand mafia working in the belt. Large portions of mangroves and the natural flow of the Taloja river have fallen prey to sledging and dredging activities taking place in broad daylight.",
news_reports,Maharashtra,N/A,Vaitarna,,The State Revenue Department set on fire 45 fibre boats used by the sand mafia for illegal dredging along the Vaitarna river in Virar.,
news_reports,West Bengal,Birbhum,N/A,,At least eight people were killed while making crude bombs that were being rushed to rival groups locked in a turf war over illegal sand mining in West Bengal . The incident took place at Tarka village in Birbhum district .,
news_reports,Maharashtra,Mumbai,"Mithi, Mahim Creek",,"Sand mining at Mahim Causeway is once again raising concern among residents and environmentalists, who say the illegal activity puts lives at risk and is also harmful to the ecosystem.",
news_reports,West Bengal,Paschim Bardhaman,N/A,,"বালিপাচার রুখতে পথে TMC কাউন্সিলর। Asansol Municipality র ৩৮ নম্বর ওয়ার্ডের কাউন্সিলর Mina Kumari Hansda র অভিযোগ, বালিপাচারের জেরে ক্ষতিগ্রস্ত হচ্ছে রাস্তা ও জলের পাইপলাইন। ডামরা এলাকায় বালিপাচার রুখতে পথে নেমেছেন কাউন্সিলর ও তৃণমূলের স্থানীয় নেতারা। প্রশাসন তৎপর না হলে জেলাজুড়ে আন্দোলনের হুঁশিয়ারি তৃণমূল কাউন্সিলরের।
[TMC councilors on the way to prevent sandblasting. Councilor Mina Kumari Hansda of Ward No. 38 of Asansol Municipality complained that roads and water pipelines are being damaged due to sand mining. Councilors and local leaders of Trinamool have come to the road to stop sandblasting in Damra area. The Trinamool councilor has warned of agitation across the district if the administration does not take action.]",
news_reports,Gujarat,Jamnagar,Und (Gujarat),,An illegal sand mining racket was busted and 105 tonne sand and equipments worth crores of rupees were seized by the police following a raid on the bank of the river Und in the Jodiya taluka of Jamnagar.,
news_reports,Maharashtra,Thane,"Desai Khadi, Ulhas",,"Central Railway officials have sent 11 letters to state authorities in the past four years regarding the rampant dredging between Mumbra and Diva, which is weakening the railway embankment and bridges and the state passes the issue back to railways.",
news_reports,Maharashtra,Raigarh,"Kalundre ",,Activists say illegal sand mining rampant in Panvel but no FIR lodged yet.,
news_reports,Maharashtra,Raigarh,Kundalika,,The Revdanda police team raided the creek at Diwiparangi village in south-east Alibaug on Saturday afternoon and caught five men red-handed while excavating sand and loading them into trucks.,
news_reports,Gujarat,Tapi,Tapi,,"A Right to Information (RTI) activist - Romel Sutharia was allegedly attacked by a group of unidentified persons outside the Collector office in Tapi district of Gujarat for allegedly seeking information and opposing ""illegal mining"" there. The issue of large-scale illegal mining of sand and stone over Tapi river and across the district was mentioned in Sutharia's complaint.",
news_reports,Maharashtra,N/A,Vaitarna,,"Mahad effect: WR raises alarm over sand mining near two bridges on the Vaitarna River in Palghar district. ",
news_reports,Gujarat,Morbi,N/A,,"A village in Morbi district of Gujarat witnessed tense scene after sand mafia razed the Dalit locality with an earthmover and loader. Locals allege that the sand miners demolished their homes so that they could make a road through the residential area of the village that would lead directly to the river. However, local police intervened in time to diffuse the brewing situation.",
news_reports,Assam,Kamrup,Kulshi / Kulsi,,"Excessive sand mining in the Kulsi River in Kamrup District of Assam has resulted in the drying up of the river affecting the dolphin population—in one of the main habitats for the dolphin in Assam. ",
news_reports,Assam,Chirang,Champawati,,"Forest staff of Basugaon range and police bust an illegal sawmill & sand mining and seize two dumpers which smuggled sand minings along the Champawati River in Chirang district, Assam.",
news_reports,Maharashtra,Thane,Ulhas,,"Thane district administration cracked down on sand mafia in Kalyan, Dombivli and Bhiwandi.",
news_reports,Maharashtra,Thane,Ulhas,,"Fearing crackdown, sand miners move from Ulhas creek to Mumbra.
After mid-day highlighted how the authorities had failed to check rampant dredging at the Diva-Dombivli stretch of Ulhas creek, the sand mafia have vacated the belt and moved operations to the Mumbra area.",
news_reports,Maharashtra,Thane,Kalyan Creek,,42 booked for illegal sand mining along Kalyan creek.,
news_reports,West Bengal,"Birbhum, Bankura, Purba Bardhaman, Alipurduar",N/A,,"West Bengal Government identified 30 new regions for sand mining , that are to contribute to the added revenue generation in an attempt to support the state government which is facing trouble to run welfare schemes including Lakshmir Bhandar that requires Rs 17,000 crore annually. 30 new sand blocks have been identified and decided to start their mining under the state’s new policy from December in an attempt to generate more revenue.
Under the new sand policy, the state government will not auction sand mines but instead engage agencies to mine sand , and then auction the sand. Considering that the new sand policy would not be implemented on a majority of the sand mines as of now, Bengal chief secretary H. K. Dwivedi asked the district magistrate to find out new sand mines in an attempt to generate more revenue .According to sources, all existing 900 sand mines have been auctioned a few years ago for a period of 5 years. 
",
news_reports,Maharashtra,Thane,Thane Creek,,Kalyan MP asked the Thane Collector to stop illegal sand mining near Mumbra bridge since such activities are making the structure weak.,
news_reports,Assam,Kamrup,"Kharkhari, Kulshi / Kulsi",,"The Kharkari river, a tributary of the Kulshi river in the Kamrup district of Assam, has faced illegal sand mining which has resulted in starving the crops planted on its banks since water cannot overflow into the fields any longer. ",
news_reports,Assam,Karbi Anglong,N/A,,Superintendent of Police killed on a mission to bust sand mining operations in Karbi Anglong in Assam. The mining in the area was controlled by the UPLA.,
news_reports,Maharashtra,Raigarh,Amba,,Revenue department officials along with Sudhagad tehsildar take action against illegal sand dredging and transportation.,
news_reports,Maharashtra,Ahmadnagar,godavari,,"Team of local crime branch conducted raids on sand smuggling at Parner and Kopargaon and seized goods worth Rs 47,20,000.",
news_reports,N/A,N/A,N/A,,N/A,
news_reports,Gujarat,Junagadh,Ozat,,"Nayan Kalola, a local farmer cum RTI activist in Vanthali town of Junagadh district in Gujarati was abducted and then brutally beaten up by the sand mafias of the area. They warned him of dire consequences and told him ""not to interfere"" with the illegal sand mining.
Kalola's is just one story among many in Gujarat who have tangled with the sand mafia. In Gujarat, as in many other parts of the country, two types of illegal sand mining are rampant: illegal mining in the legally leased areas in more than 60 rivers across the state (flouting the rules and taking out more sand than permitted by digging deeper than allowed) and sand mining without permission. The State's Mining and Geology department lays emphasis on increasing drone based surveillance to monitor areas where illegal sand mining takes place.",
news_reports,West Bengal,"Birbhum, North 24 Parganas, Purba Bardhaman, Paschim Bardhaman",N/A,,Vehicles illegaly used in sand transportation were using a coupon of West Bengal Transport Department Protection Committee  along with Vishwabangla logo as a license for vehical allowance .,
news_reports,West Bengal,Hugli / Hooghly,N/A,,"হাইলাইটস
নিয়োগ দুর্নীতি মামলায় হুগলি জেলা পরিষদের কর্মাধক্ষ্য শান্তনু বন্দ্যোপাধ্যায়কে গ্রেফতার করেছে ইডি। কোটি কোটি টাকা সম্পত্তির হদিশের মধ্যে আরও এক চাঞ্চল্যকর তথ্য
জানা গিয়েছে বালি পাচারের সঙ্গে তাঁর সরাসরি যোগ ছিল |
বালি পাচার করে কোটি কোটি টাকা রোজগার করেছেন শান্তনু, অভিযোগ স্থানীয়দের |

[Highlights
ED arrested Shantanu Banerjee, Chief Executive of Hooghly Zilla Parishad in recruitment corruption case. After Shantanu's arrest, his large amount of property was traced. Among Shantanu's crores of property whereabouts it is found that he was directly connected with sand smuggling and  earned crores of rupees by smuggling sand .]",
news_reports,Gujarat,"Ahmadabad, Gandhinagar, Sabar Kantha","Sabarmati, Tapi, Orsang, Bhadar",,"In wake of the illegal sand mining activity happening on the 60 kilometres stretch of the “sensitive” Sabarmati riverbed in the districts of Ahmedabad, Gandhinagar and Sabarkantha, Gujarat Government has decided to keep a check by using night vision drones in these areas under the Trinetra Drone Surveillance System. According to then Chief Minister Vijay Rupani -a central command and control room would also be set up for this purpose.",
news_reports,Gujarat,Surat,Tapi,,A Navsari based comp M M Infracon continued mining in the tapi river bed near Dumas (Surat) despite its lease agreement expiring in September 2022. As pointed out by The Brackish Water Research Centre(BWRC) - the mining of mud mixed with sand  has caused bank erosion and damaged the river bank and mangroves for nearly a kilometre. BWRC has also written to Gujarat Chief Minister demanding a high-level investigation into this Rs 189 crore sand mining scam.,
news_reports,Maharashtra,Nashik,godavari,,Ghats of Simhastha Kumbh Mela have become centres of illegal sand mining.,
news_reports,Maharashtra,Sindhudurg,"Hadi, Kalaval ",,Four fined 3.5 lakh for Illegal sand dredging in Sindhudurg. They were extracting sand beyond the permitted limits at Hadi and Kalaval creek area even though their permission had expired.,
news_reports,Maharashtra,Satara,Yerala,,"Three children drowned in a sand mining pit in Ambawade village in Satara. Villagers allege that illegal sand mining in the river was was the reason the pit was there. ",
news_reports,Maharashtra,Satara,"Krishna ",,"The revenue department seized 70 trucks, 5 earth movers, and 30 boats in Vadoli Bhikeshwar of Karad taluka. The administration also destroyed 52 sand pits that had been excavated on the Krishna river. Satara district is one of the major centres of the sand business in western Maharashtra. ",
news_reports,Maharashtra,Sangli,"Krishna ",,"Sand mining destroying natural habitat of crocodiles along the Krishna river in Sangli district. ",
news_reports,Karnataka,Davanagere,Tungabhadra,,"Illegal sand trade has been reported in Harihar during the lockdown. Villagers in Rajanahalli expressed their anger by stopping a tipper and seizing 10 tippers involved in illegal sand transportation. Congress MLA S. Ramappa accused the police of running the sand racket and demanded action, expressing frustration at the lack of response. Ramappa also highlighted the increasing COVID-19 cases in Harihar taluk and criticized the district administration for inadequate information and control. He warned of a protest in front of the Chief Minister's residence if immediate action is not taken.",
news_reports,Maharashtra,Osmanabad,"Bhogavati ",,The revenue department seized more than 2.7 lakh kg of illegally mined sand from the mafia on the outskirt of Osmanabad city.,
news_reports,Gujarat,Kachchh,N/A,,"A 24-year-old man was killed and his father, a Right to Information activist, was grievously injured after a man accused of illegal sand mining allegedly rammed their scooter with his SUV in Gujarat’s Kutch district. According to the Police Report,RTI activist Ramesh Balia, a native of Meghpar village in Lakhpat tehsil, had lodged complaints of illegal sand mining against Navalsinh Jadeja, who out of grudge rammed his SUV from behind and ran them over.",
news_reports,Gujarat,Vadodara,Orsang,,"An aqueduct was built around 2001 for the water from the main narmada canal to flow over the Orsang river. Due to excessive mining around the river, the depth of the river bed has increased exposing the foundation piles of the aqueduct, leading to further damage due to exposure. The Narmada Nigam Authorities had appealed to the District Colllector to further investigate into this matter resulting in the suspension of 11 sand mining leases around Orsang river.",
news_reports,Maharashtra,Pune,Bhima,,A circle officer and three other revenue officials were allegedly manhandled and threatened by unidentified members of the sand mafia. The officials had intercepted a truck that was carrying illegally mined sand from Daund to Pune. One of them was arrested by the police.,
news_reports,Maharashtra,Hingoli,Penganga,,"The sand mafia tried to mow down Hingoli tehsildar and his team at Patonda village on Penganga river bank, when they visited the site to stop illegal mining and nab the miners",
news_reports,Maharashtra,Nanded,"Manyad ",,"Farmers lost their land to the sand mafia and the administration turned a blind eye towards them. ",
news_reports,N/A,N/A,N/A,,"This is a video report about the state of sand mining in India today. Some notes from the video below:
Sand, a natural resource that seems abundant and often ignored is the second most extracted one, just after water.
Excess extraction of sand from lakes, riverbeds, deltas and shores has destroyed habitats, changed the course of rivers, eroded banks, and swallowed up villages in India and worldwide.
While the resource is essential in manufacturing and industrial processes, especially in the booming construction industry, rampant extraction has also caused severe damage to human lives and the environment.",
news_reports,Maharashtra,Buldana,Bhima,,Illegal and unrestricted sand extraction on the Bhima river at Deulgaon was stopped by some farmers.,
news_reports,West Bengal,Paschim Medinipur,N/A,,Routin police checkup near Kankabati (Gurguripal thana) for overload trucks carrying sand.,
news_reports,Madhya Pradesh,"Dhar, Barwani",Narmada,,N/A,
news_reports,Madhya Pradesh,Panna,N/A,,"Congress leader Digvijaya Singh wrote a letter to Lokayukta Justice NK Gupta about alleged illegal sand and stone mining happening in Ajaigarh tehsil of Panna district. ",
news_reports,Maharashtra,Raigarh,Savitri,,Sand mining pumps found in river by search team looking two buses and a Tavera after a British era bus collapsed in Mahad.,
news_reports,Maharashtra,Bhandara,Wainganga,,"Tipper trucks excavating sand illegally from Wainganga river and passing through Navegaon-Nagzira Tiger Reserve stretches in Koka Wildlife Sanctuary, Bhabdara is posing serious threat to wildlife. ",
news_reports,Maharashtra,Chandrapur,Uma,,24 trucks and 2 JBC machines enagaged in illegal sand excavation was seized from Kosambi sand ghat of Uma river. The minor mineral and vehicles seized during the raid is collectively worth crores of rupees.,
news_reports,"West Bengal, Odisha","Paschim Medinipur, Baleshwar",Subarnarekha,,"Officials from Odisha and West Bengal met in West Medinipur to discuss the border dispute between the two states. The meeting was held at West Medinipur Circuit House and discussions were held over 36 border reference points on Odisha side and 52 in WB’s West Medinipur district, all linked to Subarnarekha river. Scientists from Odisha Space Applications Centre (ORSAC) facilitated the bordering reference points through geo-tagging. Officials of the two states exchanged maps to ascertain the boundary and it was decided to hold the next meeting in Balasore in March.
The boundary dispute between Jaleswar tehsil in Balasore and Dantan of Paschim Medinipur district dates back to 1926 over rampant sand mining from Subarnarekha river. The NGT directed both the State governments to take immediate measures for clear delineation of the inter-State boundary.
 The meeting was attended by Assistant Director of Land Records, Odisha Nigamananda Panda, Additional District Magistrate (ADM) of Balasore Sambit Nayak, West Medinipur ADM for Land Reforms Tushar Kumar Singla, Additional DLRS Arindam Mani, two section and settlement officers of WB.",
news_reports,Maharashtra,Yavatmal,Painganga,,Suspected sand mafia allegedly tried to kill three junior revenue officials by running over a tractor on them when they attempted to intercept it at Mankeshwar village in the east Maharashtra district. The talathis (junior revenue officials) sustained injuries in the incident.,
news_reports,Bihar,Patna,Batane,,"In Bihta, adjacent to Patna, the district mining and police took major action against the sand mafia. During this, 26 sand mafia including 25 trucks and one tractor have been arrested for sand overloading. This action of the police created a stir among the sand mafia.",
news_reports,Punjab,Sahibzada Ajit Singh Nagar,N/A,,"Following reports of delay in submitting challans against people caught for illegal sand mining, deputy commissioner Aashika Jain has warned SHOs of action if there is any delay in submission of challans by their teams. At the meeting, mining officials shared that teams had been formed to prevent illegal mining and transportation of minor minerals.",
news_reports,Maharashtra,Kolhapur,Nira,,"A section of the Kolhapur Type (KT) Weir, situated on the banks of the Nira river, was blown up in Baramati taluka’s Kambleshwar village and locals believe it’s the work of the sand mafia again.",
news_reports,Maharashtra,Aurangabad,Kham,,20 booked for illegal sand mining from Kasoda Shivar and Nandeda of Gangapur tehsil,
